date,factor_month,research_period,factor_cost_bps,gross_return,net_return,factor_sleeve_gross_return,factor_sleeve_net_return,equal_factor_gross_return,equal_factor_net_return,combined_unlevered_return,combined_risk_scaled_return,equal_factor_combination_return,v4_sleeve_weight,factor_sleeve_weight,combined_leverage
2015-10-30,2015-11,development,50.0,-0.0136536707669141,-0.0151641823543164,0.0017467815459027074,0.0013301148792360406,0.0033833333333333332,0.0029666666666666665,-0.0038191365291333416,-0.007638273058266683,-0.002693489600331944,0.31218374056548803,0.6878162594345119,2.0
2015-10-30,2015-11,development,100.0,-0.0136536707669141,-0.0151641823543164,0.0017467815459027074,0.000913448212569374,0.0033833333333333332,0.0025499999999999997,-0.004105726637231055,-0.00821145327446211,-0.0029800797084296574,0.31218374056548803,0.6878162594345119,2.0
2015-10-30,2015-11,development,150.0,-0.0136536707669141,-0.0151641823543164,0.0017467815459027074,0.0004967815459027073,0.0033833333333333332,0.0021333333333333334,-0.004392316745328769,-0.008784633490657537,-0.0032666698165273707,0.31218374056548803,0.6878162594345119,2.0
2015-11-30,2015-12,development,0.0,-0.0114864167209402,-0.0132182469296291,-0.005008725570969206,-0.005008725570969206,-0.006466666666666663,-0.006466666666666663,-0.0075716046569679184,-0.015143209313935837,-0.008574400247886398,0.31218374056548803,0.6878162594345119,2.0
2015-11-30,2015-12,development,50.0,-0.0114864167209402,-0.0132182469296291,-0.005008725570969206,-0.005425392237635873,-0.006466666666666663,-0.00688333333333333,-0.007858194765065633,-0.015716389530131266,-0.008860990355984111,0.31218374056548803,0.6878162594345119,2.0
2015-11-30,2015-12,development,100.0,-0.0114864167209402,-0.0132182469296291,-0.005008725570969206,-0.00584205890430254,-0.006466666666666663,-0.007299999999999997,-0.008144784873163346,-0.01628956974632669,-0.009147580464081824,0.31218374056548803,0.6878162594345119,2.0
2015-11-30,2015-12,development,150.0,-0.0114864167209402,-0.0132182469296291,-0.005008725570969206,-0.0062587255709692065,-0.006466666666666663,-0.007716666666666663,-0.008431374981261059,-0.016862749962522117,-0.009434170572179539,0.31218374056548803,0.6878162594345119,2.0
2015-12-31,2016-01,development,0.0,0.0550859713254536,0.0534133785162336,-0.001068545537118684,-0.001068545537118684,0.0003666666666666673,0.0003666666666666673,0.01593982530706167,0.03187965061412334,0.01692698759656407,0.31218374056548803,0.6878162594345119,2.0
2015-12-31,2016-01,development,50.0,0.0550859713254536,0.0534133785162336,-0.001068545537118684,-0.0014852122037853507,0.0003666666666666673,-4.999999999999937e-05,0.015653235198963954,0.03130647039792791,0.016640397488466355,0.31218374056548803,0.6878162594345119,2.0
2015-12-31,2016-01,development,100.0,0.0550859713254536,0.0534133785162336,-0.001068545537118684,-0.0019018788704520174,0.0003666666666666673,-0.00046666666666666607,0.015366645090866242,0.030733290181732483,0.016353807380368644,0.31218374056548803,0.6878162594345119,2.0
